table,column,linkid,short_name,label,data_type,questionnaire_title,source,anon
qr_phq_9_s4,subject_patient_id,,subject_patient_id,Subject Patient ID,text,PHQ-9 (IPC Session 4),system,FALSE
qr_phq_9_s4,encounter_id,,encounter_id,Encounter ID,text,PHQ-9 (IPC Session 4),system,FALSE
qr_phq_9_s4,author_practitioner_id,,author_practitioner_id,Author Practitioner ID,text,PHQ-9 (IPC Session 4),system,FALSE
qr_phq_9_s4,practitioner_location_id,,practitioner_location_id,Practitioner Location ID,text,PHQ-9 (IPC Session 4),system,FALSE
qr_phq_9_s4,practitioner_organization_id,,practitioner_organization_id,Practitioner Organization ID,text,PHQ-9 (IPC Session 4),system,FALSE
qr_phq_9_s4,practitioner_id,,practitioner_id,Practitioner ID,text,PHQ-9 (IPC Session 4),system,FALSE
qr_phq_9_s4,practitioner_careteam_id,,practitioner_careteam_id,Practitioner Care Team ID,text,PHQ-9 (IPC Session 4),system,FALSE
qr_phq_9_s4,application_version,,application_version,Application Version,text,PHQ-9 (IPC Session 4),system,FALSE
qr_phq_9_s4,qr_id,,qr_id,Questionnaire Response ID,character varying,PHQ-9 (IPC Session 4),system,FALSE
qr_phq_9_s4,phq_place_declare_values,01a4984f-7b50-47bb-9ae1-1b81ee4d6df2,phq_place_declare_values,A place to declare values that cannot be created using FHIRPath such as Codin...,text,PHQ-9 (IPC Session 4),questionnaire,FALSE
qr_phq_9_s4,phq_place_declare_values,11d368a4-7f34-46d5-a8d0-6deed381945b,phq_place_declare_values,A place to declare values that cannot be created using FHIRPath such as Codin...,text,PHQ-9 (IPC Session 4),questionnaire,FALSE
qr_phq_9_s4,phq_place_declare_values,4b86c897-4d68-405b-aa08-760ed6ff6792,phq_place_declare_values,A place to declare values that cannot be created using FHIRPath such as Codin...,text,PHQ-9 (IPC Session 4),questionnaire,FALSE
qr_phq_9_s4,problem_difficulty,9c366bcc-38c8-449f-8823-8a1632f44da3,problem_difficulty,PHQ-9 (IPC Session 2) - How difficult have these problems made it for you to ...,text,PHQ-9 (IPC Session 4),questionnaire,FALSE
qr_phq_9_s4,psychomotor,f1.10.1,psychomotor,Common Mental Health Symptoms - Moving or speaking so slowly that other peopl...,text,PHQ-9 (IPC Session 4),questionnaire,FALSE
qr_phq_9_s4,suicidal_thoughts,f1.11.1,suicidal_thoughts,"Common Mental Health Symptoms - Thoughts that you would be better off dead, o...",text,PHQ-9 (IPC Session 4),questionnaire,FALSE
qr_phq_9_s4,little_interest,f1.3.1,little_interest,Common Mental Health Symptoms - Little interest or pleasure in doing things,text,PHQ-9 (IPC Session 4),questionnaire,FALSE
qr_phq_9_s4,feeling_down,f1.4.1,feeling_down,"Common Mental Health Symptoms - Feeling down, depressed, or hopeless",text,PHQ-9 (IPC Session 4),questionnaire,FALSE
qr_phq_9_s4,sleep_trouble,f1.5.1,sleep_trouble,"Common Mental Health Symptoms - Trouble falling or staying asleep, or sleepin...",text,PHQ-9 (IPC Session 4),questionnaire,FALSE
qr_phq_9_s4,low_energy,f1.6.1,low_energy,Common Mental Health Symptoms - Feeling tired or having little energy,text,PHQ-9 (IPC Session 4),questionnaire,FALSE
qr_phq_9_s4,appetite_problems,f1.7.1,appetite_problems,Common Mental Health Symptoms - Poor appetite or overeating,text,PHQ-9 (IPC Session 4),questionnaire,FALSE
qr_phq_9_s4,feeling_bad_self,f1.8.1,feeling_bad_self,Common Mental Health Symptoms - Feeling bad about yourself or that you are a ...,text,PHQ-9 (IPC Session 4),questionnaire,FALSE
qr_phq_9_s4,concentration_trouble,f1.9.1,concentration_trouble,"Common Mental Health Symptoms - Trouble concentrating on things, such as read...",text,PHQ-9 (IPC Session 4),questionnaire,FALSE
qr_planning_next_steps,questionnaire_id,,questionnaire_id,Questionnaire ID,text,Planning Next Steps,system,FALSE
qr_planning_next_steps,subject_patient_id,,subject_patient_id,Subject Patient ID,text,Planning Next Steps,system,FALSE
qr_planning_next_steps,encounter_id,,encounter_id,Encounter ID,text,Planning Next Steps,system,FALSE
qr_planning_next_steps,author_practitioner_id,,author_practitioner_id,Author Practitioner ID,text,Planning Next Steps,system,FALSE
qr_planning_next_steps,practitioner_location_id,,practitioner_location_id,Practitioner Location ID,text,Planning Next Steps,system,FALSE
qr_planning_next_steps,practitioner_organization_id,,practitioner_organization_id,Practitioner Organization ID,text,Planning Next Steps,system,FALSE
qr_planning_next_steps,practitioner_id,,practitioner_id,Practitioner ID,text,Planning Next Steps,system,FALSE
qr_planning_next_steps,practitioner_careteam_id,,practitioner_careteam_id,Practitioner Care Team ID,text,Planning Next Steps,system,FALSE
qr_planning_next_steps,application_version,,application_version,Application Version,text,Planning Next Steps,system,FALSE
qr_planning_next_steps,qr_id,,qr_id,Questionnaire Response ID,character varying,Planning Next Steps,system,FALSE
qr_planning_next_steps,planning_next_stepsreferral,12894a06-d244-4426-06f5-f2a3b4c5d6e7,planning_next_stepsreferral,Planning Next StepsReferral to mental health specialist - Where was the clien...,text,Planning Next Steps,questionnaire,FALSE
qr_planning_next_steps,planning_next_stepsprobable,1d2fdd10-a4d1-43e0-8042-8772146e63f7,planning_next_stepsprobable,Planning Next StepsProbable severe mental health problem - Additional informa...,text,Planning Next Steps,questionnaire,FALSE
qr_planning_next_steps,planning_next_steps,256b56d8-c4c2-4313-9e2d-6720941be85f,planning_next_steps,Planning Next Steps - Additional details,text,Planning Next Steps,questionnaire,FALSE
qr_planning_next_steps,planning_next_steps,2cb66889-3c74-40ff-be3d-183fdb17ce2d,planning_next_steps,Planning Next Steps - Did you discuss this client's scores with a supervisor?,text,Planning Next Steps,questionnaire,FALSE
qr_planning_next_steps,planning_next_stepssafety,34a56c28-f466-4648-2817-41b2c3d4e5f6,planning_next_stepssafety,Planning Next StepsSafety Planning Intervention (SPI) - Did the client accept...,text,Planning Next Steps,questionnaire,FALSE
qr_planning_next_steps,planning_next_stepsreferral,34ab6c28-f466-4648-2817-14c5d6e7f8a9,planning_next_stepsreferral,Planning Next StepsReferral to mental health specialist - Additional informat...,text,Planning Next Steps,questionnaire,FALSE
qr_planning_next_steps,planning_next_stepsother,34ab6c28-f466-4648-2817-1eacbdcedf01,planning_next_stepsother,Planning Next StepsOther agency services - Did the client accept other agency...,text,Planning Next Steps,questionnaire,FALSE
qr_planning_next_steps,planning_next_stepsinterperson,3b9f7e5d-9a66-4c4d-8e1d-4d5e6f7a8b9d,planning_next_stepsinterperson,Planning Next StepsInterpersonal Counseling (IPC) - Did the client accept IPC?,text,Planning Next Steps,questionnaire,FALSE
qr_planning_next_steps,planning_next_stepsoptional,3d373ba7-14fa-43bb-bd27-52fad3d2783f,planning_next_stepsoptional,Planning Next StepsOptional supports - Is the client interested in any of the...,text,Planning Next Steps,questionnaire,FALSE
qr_planning_next_steps,planning_next_stepssafety,45b67d39-0577-4759-3928-52c3d4e5f6a7,planning_next_stepssafety,Planning Next StepsSafety Planning Intervention (SPI) - Why does the client w...,text,Planning Next Steps,questionnaire,FALSE
qr_planning_next_steps,planning_next_stepsother,45bc7d39-0577-4759-3928-2fbdcedf0123,planning_next_stepsother,Planning Next StepsOther agency services - Please specify which other agency ...,text,Planning Next Steps,questionnaire,FALSE
qr_planning_next_steps,planning_next_stepsinterperson,4ca08f6e-0b77-4d5e-9f2e-5e6f7a8b9cae,planning_next_stepsinterperson,Planning Next StepsInterpersonal Counseling (IPC) - Why does the client want ...,text,Planning Next Steps,questionnaire,FALSE
qr_planning_next_steps,planning_next_stepsother,56cd8e4a-1688-486a-4a39-3acedf012345,planning_next_stepsother,"Planning Next StepsOther agency services - If the client declined, please ind...",text,Planning Next Steps,questionnaire,FALSE
qr_planning_next_steps,planning_next_stepsinterperson,5db19a7f-1c88-4e6f-8a3f-6f7a8b9c0dbf,planning_next_stepsinterperson,Planning Next StepsInterpersonal Counseling (IPC) - Schedule IPC session 1,text,Planning Next Steps,questionnaire,FALSE
qr_planning_next_steps,planning_next_stepsfinancial,69712544-6237-4962-a455-ee6e9ee80000,planning_next_stepsfinancial,Planning Next StepsFinancial Hardships - Did the client accept Financial Well...,text,Planning Next Steps,questionnaire,FALSE
qr_planning_next_steps,planning_next_steps,76ba8dbe-5456-4de4-bdde-4b8059ecfa0e,planning_next_steps,Planning Next Steps - Did the client accept SPI?,text,Planning Next Steps,questionnaire,FALSE
qr_planning_next_steps,planning_next_steps,9311146c-720d-47f6-b902-aeecaf3c0574,planning_next_steps,Planning Next Steps - Please specify,text,Planning Next Steps,questionnaire,FALSE
qr_planning_next_steps,planning_next_stepsprobable,950d904a-da1a-4ccd-988d-ea6b463ee106,planning_next_stepsprobable,Planning Next StepsProbable common mental health problem - Schedule IPC sessi...,text,Planning Next Steps,questionnaire,FALSE
qr_planning_next_steps,planning_next_stepsprobable,9a8b7c6d-5e4f-4a3b-2c1d-0e9f8a7b6c5d,planning_next_stepsprobable,Planning Next StepsProbable severe mental health problem - Did the client acc...,text,Planning Next Steps,questionnaire,FALSE
qr_planning_next_steps,planning_next_steps,a1b2c3d4-e5f6-4a7b-8c9d-0e1f2a3b4c5d,planning_next_steps,Planning Next Steps - What is the supervisor's recommendation for this client...,text,Planning Next Steps,questionnaire,FALSE
qr_planning_next_steps,planning_next_stepsother,ab12d39f-6bdd-4dbf-9f8e-8f13456789ab,planning_next_stepsother,Planning Next StepsOther services outside of the agency - Did the client acce...,text,Planning Next Steps,questionnaire,FALSE
qr_planning_next_steps,additional_notes_additional,b1c2d3e4-f5a6-4b7c-8d9e-0f1a2b3c4d5e,additional_notes_additional,Additional notes - Additional notes or information,text,Planning Next Steps,questionnaire,FALSE
qr_planning_next_steps,planning_next_steps,b2c3d4e5-f6a7-4b8c-9d0e-1f2a3b4c5d6e,planning_next_steps,Planning Next Steps - Did the client complete SPI?,text,Planning Next Steps,questionnaire,FALSE
qr_planning_next_steps,planning_next_stepsother,bc23e4a0-7cee-4ec0-a09f-902456789abc,planning_next_stepsother,Planning Next StepsOther services outside of the agency - Please specify whic...,text,Planning Next Steps,questionnaire,FALSE
qr_planning_next_steps,planning_next_stepssbirt,bc2def4a-7cee-4ec0-a09f-cf3a4b5c6d7e,planning_next_stepssbirt,Planning Next StepsSBIRT - Motivational Interviewing - Did the client accept ...,text,Planning Next Steps,questionnaire,FALSE
qr_planning_next_steps,planning_next_stepsprobable,c3d4e5f6-a7b8-4c9d-0e1f-2a3b4c5d6e7f,planning_next_stepsprobable,Planning Next StepsProbable common mental health problem - Did the client acc...,text,Planning Next Steps,questionnaire,FALSE
qr_planning_next_steps,planning_next_steps,c9d8b7a6-f5e4-4d3c-b2a1-09f8e7d6c5b4,planning_next_steps,Planning Next Steps - Did the client accept SBIRT?,text,Planning Next Steps,questionnaire,FALSE
qr_planning_next_steps,planning_next_stepsother,cd34f5b1-8dff-4fd1-b1a0-a1356789abcd,planning_next_stepsother,Planning Next StepsOther services outside of the agency - If the client decli...,text,Planning Next Steps,questionnaire,FALSE
qr_planning_next_steps,planning_next_stepsfinancial,cd34f5b1-8dff-4fd1-b1a0-ad3b4c5d6e7f,planning_next_stepsfinancial,Planning Next StepsFinancial Wellness Supports - Did the client accept Financ...,text,Planning Next Steps,questionnaire,FALSE
qr_planning_next_steps,planning_next_stepssbirt,cd3ef5b1-8dff-4fd1-b1a0-da4b5c6d7e8f,planning_next_stepssbirt,Planning Next StepsSBIRT - Motivational Interviewing - Why does the client wa...,text,Planning Next Steps,questionnaire,FALSE
qr_planning_next_steps,planning_next_steps,d0e1f2a3-b4c5-4d6e-7f8a-9b0c1d2e3f4a,planning_next_steps,Planning Next Steps - Schedule SBIRT session,text,Planning Next Steps,questionnaire,FALSE
qr_planning_next_steps,planning_next_steps,d4e5f6a7-b8c9-4d0e-1f2a-3b4c5d6e7f8g,planning_next_steps,"Planning Next Steps - If the client declined, please indicate the reason(s):",text,Planning Next Steps,questionnaire,FALSE
qr_planning_next_steps,planning_next_stepsfinancial,de4506c2-9e00-40e2-c2b1-be4c5d6e7f8a,planning_next_stepsfinancial,Planning Next StepsFinancial Wellness Supports - Why does the client want to ...,text,Planning Next Steps,questionnaire,FALSE
qr_planning_next_steps,planning_next_stepssbirt,de4f06c2-9e00-40e2-c2b1-eb5c6d7e8f90,planning_next_stepssbirt,Planning Next StepsSBIRT - Motivational Interviewing - Schedule SBIRT session,text,Planning Next Steps,questionnaire,FALSE
qr_planning_next_steps,planning_next_stepsprobable,e5f6a7b8-c9d0-4e1f-2a3b-4c5d6e7f8g9h,planning_next_stepsprobable,Planning Next StepsProbable common mental health problem - If the client decl...,text,Planning Next Steps,questionnaire,FALSE
qr_planning_next_steps,planning_next_stepsprobable,e6a2b8e5-3d5f-4f5a-9a3d-f2e1c0b9a8d7,planning_next_stepsprobable,Planning Next StepsProbable severe mental health problem - Where was the clie...,text,Planning Next Steps,questionnaire,FALSE
qr_planning_next_steps,planning_next_stepsfinancial,ef5617d3-af11-41f3-d3c2-cf5d6e7f8a9b,planning_next_stepsfinancial,"Planning Next StepsFinancial Wellness Supports - If the client declined, plea...",text,Planning Next Steps,questionnaire,FALSE
qr_planning_next_steps,planning_next_stepsreferral,ef5617d3-af11-41f3-d3c2-fcd0e1f2a3b4,planning_next_stepsreferral,Planning Next StepsReferral to mental health specialist - Did the client acce...,text,Planning Next Steps,questionnaire,FALSE
qr_planning_next_steps,planning_next_stepsreferral,f06728e4-b022-4204-e4d3-d0e1f2a3b4c5,planning_next_stepsreferral,Planning Next StepsReferral to mental health specialist - Why does the client...,text,Planning Next Steps,questionnaire,FALSE
qr_planning_next_steps,planning_next_steps,f4e3d2c1-b0a9-4988-7766-554433221100,planning_next_steps,"Planning Next Steps - If the client declined, please indicate the reason(s):",text,Planning Next Steps,questionnaire,FALSE
qr_planning_next_steps,planning_next_steps,f6a7b8c9-d0e1-4f2a-3b4c-5d6e7f8g9h0i,planning_next_steps,Planning Next Steps - Has the supervisor assessed the client to determine app...,text,Planning Next Steps,questionnaire,FALSE
qr_planning_next_steps,discussion_supervisor_severe,fe874736-efd1-4fba-b517-5560489729b0,discussion_supervisor_severe,Discussion with Supervisor (for severe mental health) - Supervisor's name,text,Planning Next Steps,questionnaire,FALSE
qr_planning_next_steps,planning_next_steps,financial-hardships-list,planning_next_steps,Planning Next Steps - financial-hardships-list,text,Planning Next Steps,questionnaire,FALSE
qr_planning_next_steps,fws,is-fws,fws,Is Fws,text,Planning Next Steps,questionnaire,FALSE
qr_planning_next_steps,ipc,is-ipc,ipc,Is Ipc,text,Planning Next Steps,questionnaire,FALSE
qr_planning_next_steps,ipc_main,is-ipc-main,ipc_main,Is Ipc Main,text,Planning Next Steps,questionnaire,FALSE
qr_planning_next_steps,ipc_optional,is-ipc-optional,ipc_optional,Is Ipc Optional,text,Planning Next Steps,questionnaire,FALSE
qr_planning_next_steps,mhs,is-mhs,mhs,Is Mhs,text,Planning Next Steps,questionnaire,FALSE
qr_planning_next_steps,other_agency_services,is-other-agency-services,other_agency_services,Is Other Agency Services,text,Planning Next Steps,questionnaire,FALSE
qr_planning_next_steps,other_services_outside,is-other-services-outside-agency,other_services_outside,Is Other Services Outside Agency,text,Planning Next Steps,questionnaire,FALSE
qr_planning_next_steps,sbirt,is-sbirt,sbirt,Is Sbirt,text,Planning Next Steps,questionnaire,FALSE
qr_planning_next_steps,sbirt_main,is-sbirt-main,sbirt_main,Is Sbirt Main,text,Planning Next Steps,questionnaire,FALSE
qr_planning_next_steps,sbirt_optional,is-sbirt-optional,sbirt_optional,Is Sbirt Optional,text,Planning Next Steps,questionnaire,FALSE
qr_planning_next_steps,spi,is-spi,spi,Is Spi,text,Planning Next Steps,questionnaire,FALSE
qr_planning_next_steps,patient-age,,patient_age,Patient Age,text,Planning Next Steps,generated,TRUE
qr_planning_next_steps,patient-dob,,patient_dob,Patient Date of Birth,text,Planning Next Steps,generated,TRUE
qr_planning_next_steps,patient-name,,patient_name,Patient Name,text,Planning Next Steps,generated,TRUE
qr_planning_next_steps,planning_next_steps,scheduled-ipc-session-1-with-current-time,planning_next_steps,Planning Next Steps - Scheduled IPC Session 1 with Current Time,text,Planning Next Steps,questionnaire,FALSE
qr_planning_next_steps,scheduled_ipc_session,scheduled-ipc-session-1-with-current-time-2,scheduled_ipc_session,Scheduled Ipc Session 1 With Current Time 2,text,Planning Next Steps,questionnaire,FALSE
qr_planning_next_steps,planning_next_steps,task-id-000,planning_next_steps,Planning Next Steps - taskId 000,text,Planning Next Steps,questionnaire,FALSE
qr_planning_next_steps,planning_next_steps,task-id-001,planning_next_steps,Planning Next Steps - taskId 001,text,Planning Next Steps,questionnaire,FALSE
qr_planning_next_steps,planning_next_steps,task-id-002,planning_next_steps,Planning Next Steps - taskId 002,text,Planning Next Steps,questionnaire,FALSE
qr_planning_next_steps,planning_next_steps,task-id-003,planning_next_steps,Planning Next Steps - taskId 003,text,Planning Next Steps,questionnaire,FALSE
qr_planning_next_steps,planning_next_steps,task-id-004,planning_next_steps,Planning Next Steps - taskId 004,text,Planning Next Steps,questionnaire,FALSE
qr_planning_next_steps,planning_next_steps,task-id-006,planning_next_steps,Planning Next Steps - taskId 006,text,Planning Next Steps,questionnaire,FALSE
qr_planning_next_steps,planning_next_steps,task-id-planning-next-steps-pdf,planning_next_steps,Planning Next Steps - taskId PDF,text,Planning Next Steps,questionnaire,FALSE
qr_registration_info,questionnaire_id,,questionnaire_id,Questionnaire ID,text,Add Family Member Registration,system,FALSE
qr_registration_info,subject_patient_id,,subject_patient_id,Subject Patient ID,text,Add Family Member Registration,system,FALSE
qr_registration_info,encounter_id,,encounter_id,Encounter ID,text,Add Family Member Registration,system,FALSE
qr_registration_info,author_practitioner_id,,author_practitioner_id,Author Practitioner ID,text,Add Family Member Registration,system,FALSE
qr_registration_info,practitioner_location_id,,practitioner_location_id,Practitioner Location ID,text,Add Family Member Registration,system,FALSE
qr_registration_info,practitioner_organization_id,,practitioner_organization_id,Practitioner Organization ID,text,Add Family Member Registration,system,FALSE
qr_registration_info,practitioner_id,,practitioner_id,Practitioner ID,text,Add Family Member Registration,system,FALSE
qr_registration_info,practitioner_careteam_id,,practitioner_careteam_id,Practitioner Care Team ID,text,Add Family Member Registration,system,FALSE
qr_registration_info,application_version,,application_version,Application Version,text,Add Family Member Registration,system,FALSE
qr_registration_info,qr_id,,qr_id,Questionnaire Response ID,character varying,Add Family Member Registration,system,FALSE
qr_registration_info,add_family_member,36d39dbe-00e2-4e29-f079-3ec8f0119aff,add_family_member,Add Family Member Registration,text,Add Family Member Registration,questionnaire,FALSE
qr_registration_info,add_family_member,597f4425-72b3-4bc4-8f38-b742aa3e99cd,add_family_member,Add Family Member Registration - Middle name,text,Add Family Member Registration,questionnaire,FALSE
qr_registration_info,add_family_member,77e32953-0679-48b5-f004-1ab4a4ac0271,add_family_member,Add Family Member Registration - Which of the following best represents how y...,text,Add Family Member Registration,questionnaire,FALSE
qr_registration_info,add_family_member,8460d986-ef71-4997-80ee-7887d8c345e7,add_family_member,Add Family Member Registration - Age (estimate if unknown),text,Add Family Member Registration,questionnaire,FALSE
qr_registration_info,add_family_member,8fb87910-d900-4eea-dbba-dcf76ee6806d,add_family_member,Add Family Member Registration - Last name,text,Add Family Member Registration,questionnaire,FALSE
qr_registration_info,q_age,age,q_age,Age,text,Add Family Member Registration,questionnaire,FALSE
qr_registration_info,add_family_member,b5bc7f80-4a0c-486c-e5eb-32c750036f94,add_family_member,Add Family Member Registration - Calculated Age,text,Add Family Member Registration,questionnaire,FALSE
qr_registration_info,add_family_member,c02a80e7-ebf0-48b5-9752-28a48dba487f,add_family_member,Add Family Member Registration - Unique ID,text,Add Family Member Registration,questionnaire,FALSE
qr_registration_info,add_family_member,c31ef6d1-336b-4260-9881-67ba7b477ae0,add_family_member,Add Family Member Registration - Have you received ENGAGE services in the past?,text,Add Family Member Registration,questionnaire,FALSE
qr_registration_info,add_family_member,calculated-month,add_family_member,Add Family Member Registration - calculated month,text,Add Family Member Registration,questionnaire,FALSE
qr_registration_info,add_family_member,calculated-year,add_family_member,Add Family Member Registration - calculated year,text,Add Family Member Registration,questionnaire,FALSE
qr_registration_info,add_family_member,cd8e3d6d-e9ff-458d-d122-57070bebffaf,add_family_member,Add Family Member Registration - Date of birth,text,Add Family Member Registration,questionnaire,FALSE
qr_registration_info,add_family_member,choice-gender-identity,add_family_member,Add Family Member Registration - What term best expresses how you describe yo...,text,Add Family Member Registration,questionnaire,FALSE
qr_registration_info,add_family_member,choice-pronouns,add_family_member,Add Family Member Registration - What are your preferred pronouns?,text,Add Family Member Registration,questionnaire,FALSE
qr_registration_info,add_family_member,do-you-have-medicaid,add_family_member,Add Family Member Registration - Do you have Medicaid?,text,Add Family Member Registration,questionnaire,FALSE
qr_registration_info,add_family_member,e6306275-b989-4375-8527-3a56092081b8,add_family_member,Add Family Member Registration - First Name,text,Add Family Member Registration,questionnaire,FALSE
qr_registration_info,add_family_member,email-address,add_family_member,Add Family Member Registration - Email address,text,Add Family Member Registration,questionnaire,FALSE
qr_registration_info,add_family_member,f9aa068d-8d94-4b3d-b9da-ce05a59cecdd,add_family_member,Add Family Member Registration - What was your biological sex at birth?,text,Add Family Member Registration,questionnaire,FALSE
qr_registration_info,add_family_member,medicaid-number,add_family_member,Add Family Member Registration - Medicaid number,text,Add Family Member Registration,questionnaire,FALSE
qr_registration_info,add_family_member,other-best-represents-how-you-think-of-yourself,add_family_member,Add Family Member Registration,text,Add Family Member Registration,questionnaire,FALSE
qr_registration_info,add_family_member,other-biological-sex-at-birth,add_family_member,Add Family Member Registration,text,Add Family Member Registration,questionnaire,FALSE
qr_registration_info,add_family_member,other-gender-identity,add_family_member,Add Family Member Registration,text,Add Family Member Registration,questionnaire,FALSE
qr_registration_info,add_family_member,other-pronouns,add_family_member,Add Family Member Registration,text,Add Family Member Registration,questionnaire,FALSE
qr_registration_info,add_family_member,other-where-did-you-first-learn-about-engage,add_family_member,Add Family Member Registration,text,Add Family Member Registration,questionnaire,FALSE
qr_registration_info,add_family_member,phone-number,add_family_member,Add Family Member Registration - Phone number,text,Add Family Member Registration,questionnaire,FALSE
qr_registration_info,add_family_member,physical-address,add_family_member,Add Family Member Registration - Physical address,text,Add Family Member Registration,questionnaire,FALSE
qr_registration_info,add_family_member,where-did-you-first-learn-about-engage,add_family_member,Add Family Member Registration - Where did you first learn about ENGAGE?,text,Add Family Member Registration,questionnaire,FALSE
qr_registration_info,add_family_member,zip-code,add_family_member,Add Family Member Registration - Zip code,text,Add Family Member Registration,questionnaire,FALSE
qr_remove_patient,questionnaire_id,,questionnaire_id,Questionnaire ID,text,eCBIS Remove Family Form,system,FALSE
qr_remove_patient,subject_patient_id,,subject_patient_id,Subject Patient ID,text,eCBIS Remove Family Form,system,FALSE
qr_remove_patient,encounter_id,,encounter_id,Encounter ID,text,eCBIS Remove Family Form,system,FALSE
qr_remove_patient,author_practitioner_id,,author_practitioner_id,Author Practitioner ID,text,eCBIS Remove Family Form,system,FALSE
qr_remove_patient,practitioner_location_id,,practitioner_location_id,Practitioner Location ID,text,eCBIS Remove Family Form,system,FALSE
qr_remove_patient,practitioner_organization_id,,practitioner_organization_id,Practitioner Organization ID,text,eCBIS Remove Family Form,system,FALSE
qr_remove_patient,practitioner_id,,practitioner_id,Practitioner ID,text,eCBIS Remove Family Form,system,FALSE
qr_remove_patient,practitioner_careteam_id,,practitioner_careteam_id,Practitioner Care Team ID,text,eCBIS Remove Family Form,system,FALSE
qr_remove_patient,application_version,,application_version,Application Version,text,eCBIS Remove Family Form,system,FALSE
qr_remove_patient,qr_id,,qr_id,Questionnaire Response ID,character varying,eCBIS Remove Family Form,system,FALSE
qr_remove_patient,ecbis_remove_family,17b7fda5-514c-4408-88e7-52313ab0ef2f,ecbis_remove_family,eCBIS Remove Family Form - Date of death,text,eCBIS Remove Family Form,questionnaire,FALSE
qr_remove_patient,ecbis_remove_family,8489d249-1ef3-4edb-aa99-b5713fd2cb0a,ecbis_remove_family,eCBIS Remove Family Form - Give other reasons for removal,text,eCBIS Remove Family Form,questionnaire,FALSE
qr_remove_patient,ecbis_remove_family,98ac4694-590e-4cc2-83f3-cc6455e688c5,ecbis_remove_family,eCBIS Remove Family Form - Age at death (year),text,eCBIS Remove Family Form,questionnaire,FALSE
qr_remove_patient,ecbis_remove_family,a11ebb0d-acb3-4038-956b-293a41acb85b,ecbis_remove_family,eCBIS Remove Family Form,text,eCBIS Remove Family Form,questionnaire,FALSE
qr_remove_patient,ecbis_remove_family,b6c21488-87b8-4213-8cd0-d482367669c1,ecbis_remove_family,eCBIS Remove Family Form - Date moved away,text,eCBIS Remove Family Form,questionnaire,FALSE
qr_remove_patient,survey_response,cd73cfdf-6d70-4b42-8887-21e27db0b9ec,survey_response,Survey Response,text,eCBIS Remove Family Form,questionnaire,FALSE
qr_remove_patient,ecbis_remove_family,f83bb7c0-dfd6-4aa8-9cb9-89d48b8040ff,ecbis_remove_family,eCBIS Remove Family Form - Reason for removal,text,eCBIS Remove Family Form,questionnaire,FALSE
qr_remove_patient,patient-birthdate,,patient_birthdate,eCBIS Remove Family Form,text,eCBIS Remove Family Form,generated,TRUE
qr_sbirt,questionnaire_id,,questionnaire_id,Questionnaire ID,text,SBIRT,system,FALSE
qr_sbirt,subject_patient_id,,subject_patient_id,Subject Patient ID,text,SBIRT,system,FALSE
qr_sbirt,encounter_id,,encounter_id,Encounter ID,text,SBIRT,system,FALSE
qr_sbirt,author_practitioner_id,,author_practitioner_id,Author Practitioner ID,text,SBIRT,system,FALSE
qr_sbirt,practitioner_location_id,,practitioner_location_id,Practitioner Location ID,text,SBIRT,system,FALSE
qr_sbirt,practitioner_organization_id,,practitioner_organization_id,Practitioner Organization ID,text,SBIRT,system,FALSE
qr_sbirt,practitioner_id,,practitioner_id,Practitioner ID,text,SBIRT,system,FALSE
qr_sbirt,practitioner_careteam_id,,practitioner_careteam_id,Practitioner Care Team ID,text,SBIRT,system,FALSE
qr_sbirt,application_version,,application_version,Application Version,text,SBIRT,system,FALSE
qr_sbirt,qr_id,,qr_id,Questionnaire Response ID,character varying,SBIRT,system,FALSE
qr_sbirt,sbirt_please_select_one,0466b304-2876-409b-ade2-d1c675614854,sbirt_please_select_one,SBIRT - Please select one substance you would like to discuss further:,text,SBIRT,questionnaire,FALSE
qr_sbirt,sbirt_average_many_days,092f7cb4-cfcc-4b1b-ab5d-b7f2d68fc671,sbirt_average_many_days,"SBIRT - On average, how many days per week do you use Methamphetamine?",text,SBIRT,questionnaire,FALSE
qr_sbirt,sbirt_cocaine_coke_crack,0eb07ad0-c8fa-49b6-9c27-064d844b6c4f,sbirt_cocaine_coke_crack,"SBIRT - Cocaine (coke, crack, etc.)",text,SBIRT,questionnaire,FALSE
qr_sbirt,sbirt_survey_response,15799969-7565-4c3e-b488-d6a65d66c6c9,sbirt_survey_response,Survey Response,text,SBIRT,questionnaire,FALSE
qr_sbirt,sbirt_three_you_failed,1600f791-fd2c-44d8-8384-37973785741b,sbirt_three_you_failed,"SBIRT - In the past three months, how often have you failed to do what was no...",text,SBIRT,questionnaire,FALSE
qr_sbirt,like_offer_opportunity,19d44e35-f7b5-43e3-be3b-fdb820503f78,like_offer_opportunity,SBIRT - I would like to offer an opportunity to start a conversation about yo...,text,SBIRT,questionnaire,FALSE
qr_sbirt,friend_relative_anyone,1bc8823a-bbb1-444a-ad1b-dc09f57038ce,friend_relative_anyone,SBIRT - Has a friend or relative or anyone else ever expressed concern about ...,text,SBIRT,questionnaire,FALSE
qr_sbirt,sbirt_you_ever_tried,1eb189a2-2ae1-4a27-b4cf-9161447ff8b4,sbirt_you_ever_tried,"SBIRT - Have you ever tried and failed to control, cut down or stop using oth...",text,SBIRT,questionnaire,FALSE
