period_date,organization_id,metric_id,value,unit,method_version,description,status
2025-10-14,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-14,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-15,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-15,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-15,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-15,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-15,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-16,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-16,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-16,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-16,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-16,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-17,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-17,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-17,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-17,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-17,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-18,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-18,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-18,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-18,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-18,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-19,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-19,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-19,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-19,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-19,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-20,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-20,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-20,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-20,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-20,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-21,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-21,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-21,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-21,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-21,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-22,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-22,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-22,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-22,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-22,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-23,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-23,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-23,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-23,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-23,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-24,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-24,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-24,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-24,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-24,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-25,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-25,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-25,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-25,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-25,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-26,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-26,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-26,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-26,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-26,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-27,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-27,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-27,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-27,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-27,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-28,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-28,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-28,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-28,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-28,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-29,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-29,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-29,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-29,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-29,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-30,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-30,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-30,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-30,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-30,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-31,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-31,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-31,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-31,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-10-31,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-01,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-01,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-01,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-01,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-01,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-02,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-02,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-02,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-02,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-02,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-03,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-03,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-03,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-03,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-03,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-04,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-04,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-04,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-04,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-04,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-05,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-05,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-05,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-05,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-05,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-06,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-06,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-06,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-06,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-06,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-07,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-07,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-07,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-07,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-07,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-08,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-08,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-08,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-08,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-08,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-09,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-09,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-09,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-09,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-09,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-10,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-10,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-10,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-10,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-10,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-11,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-11,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-11,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-11,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-11,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-12,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-12,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-12,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-12,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-12,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-13,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-13,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-13,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-13,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-13,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-14,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-14,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-14,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-14,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-14,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-15,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-15,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-15,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-15,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-15,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-16,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-16,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-16,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-16,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-16,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-17,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-17,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-17,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-17,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-17,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-18,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-18,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-18,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-18,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-18,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-19,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-19,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-19,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-19,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-19,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-20,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-20,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-20,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-20,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-20,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-21,60a2706c-ff10-4966-8fc0-54b217490646,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-21,92dd11a8-2635-476b-a8d0-573cf74d4487,clients_eligible_for_ipc,20,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-21,d49549fa-5068-4a6e-81fc-eb6c315d2d53,clients_eligible_for_ipc,1,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-21,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,clients_eligible_for_ipc,3,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
2025-11-21,,clients_eligible_for_ipc,25,count,v1,Clients eligible for IPC (Integrated Primary Care),prod
